time/ min, signal/ total ion counts
3.0127916666666668,0.0
3.0144583333333332,0.0
3.0161249999999997,0.0
3.0177916666666667,0.0
3.019458333333333,0.0
3.021125,0.0
3.022791666666667,0.0
3.0244166666666668,0.0
3.0260833333333332,0.0
3.0277499999999997,575.3589743589928
3.0294166666666666,0.0
3.031083333333333,0.0
3.03275,582.1582298184876
3.0344166666666665,0.0
3.036083333333333,0.0
3.03775,0.0
3.0393749999999997,544.1125845016419
3.0410416666666666,0.0
3.042708333333333,0.0
3.044375,551.1369750581716
3.0460416666666665,583.477684597603
3.047708333333333,559.4541843619484
3.049375,0.0
3.051041666666667,0.0
3.0526666666666666,0.0
3.054333333333333,0.0
3.056,0.0
3.0576666666666665,0.0
3.059333333333333,619.0938818565364
3.061,0.0
3.0626666666666664,0.0
3.0643333333333334,530.7039036545011
3.065958333333333,0.0
3.067625,0.0
3.0692916666666665,0.0
3.070958333333333,0.0
3.072625,545.8607311214982
3.0742916666666664,0.0
3.0759583333333333,546.77117589453
3.077625,514.0364414373552
3.0792916666666668,0.0
3.0809166666666665,0.0
3.082583333333333,1133.075528235934
3.08425,0.0
3.0859166666666664,1041.08273367527
3.0875833333333333,547.1295601275416
3.08925,2234.02843155562
3.0909166666666668,2874.6880535762093
3.0925833333333332,3853.9512649076046
3.0942499999999997,5835.991612661781
3.095875,6530.031258234984
3.0975416666666664,8493.136214593578
3.099208333333333,11514.185929929188
3.100875,11846.509920821849
3.1025416666666668,13191.481365902962
3.1042083333333332,13981.656109160442
3.1058749999999997,12854.473123731492
3.1075416666666666,12881.62275677434
3.1091666666666664,12535.741568405845
3.1108333333333333,10146.169705632004
3.1125,8048.6139865565465
3.1141666666666667,6308.512633793242
3.1158333333333332,4359.792629540299
3.1174999999999997,3634.4424261731133
3.1191666666666666,3047.230897816702
3.120833333333333,1347.6756344828402
3.1224583333333333,2639.2351485181434
3.124125,2268.41229254216
3.1257916666666667,5044.02406174287
3.127458333333333,8115.259799609038
3.1291249999999997,10725.616268402195
3.1307916666666666,13236.427544682472
3.132458333333333,18239.918559569698
3.134125,20485.568605237975
3.1357916666666665,20978.80018270918
3.1374166666666667,21722.500793376315
3.1390833333333332,19695.769453633162
3.1407499999999997,17589.010810460364
3.1424166666666666,14090.498115017104
3.144083333333333,10541.05345452027
3.14575,7572.960999902706
3.1474166666666665,6020.484711674071
3.149083333333333,3223.196999375914
3.150708333333333,1690.2933265282013
3.1523749999999997,516.9797629097493
3.1540416666666666,0.0
3.1557083333333327,0.0
3.157375,0.0
3.1590416666666665,0.0
3.160708333333333,530.8861295263605
3.162375,0.0
3.1640416666666664,0.0
3.1656666666666666,0.0
3.167333333333333,0.0
3.169,0.0
3.1706666666666665,0.0
3.1723333333333334,0.0
3.174,0.0
3.1756666666666664,0.0
3.177333333333333,0.0
3.178958333333333,0.0
3.180625,0.0
3.1822916666666665,0.0
3.1839583333333334,0.0
3.185625,524.1748551424434
3.1872916666666664,0.0
3.1889583333333333,0.0
3.190625,0.0
3.19225,0.0
3.1939166666666665,0.0
3.1955833333333334,0.0
3.19725,0.0
3.1989166666666664,0.0
3.2005833333333333,0.0
3.20225,0.0
3.2039166666666667,0.0
3.205583333333333,0.0
3.2072083333333334,0.0
3.208875,1547.9711766994528
