,C=O/ M,O=CO/ M,O=CCO/ M,O=C(CO)CO/ M,O=C[C@H](O)CO/ M,OCC(O)CO/ M,OC[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)CO/ M,O=CC(O)(CO)CO/ M,O=C[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)CO/ M,OC1COC(O)CO1/ M,O=C[C@@H](O)[C@H](O)CO/ M,O=C(CO)C(O)(CO)CO/ M,O=C([C@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@H](O)CO/ M,O=C[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)C(O)(CO)CO/ M,O=C[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)C(O)[C@@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O)CO/ M,CCCCCCCCCCCC/ M,O=C(CO)[C@](O)(CO)[C@H](O)CO/ M,O=C(CO)[C@@](O)(CO)[C@H](O)CO/ M,O=C(CO)[C@H](O)C(O)(CO)CO/ M,O=C([C@@H](O)CO)[C@H](O)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO/ M,O=C([C@H](O)CO)[C@H](O)[C@H](O)CO/ M,O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@H](O)[C@@H](O)CO/ M,O=C([C@H](O)CO)C(O)(CO)CO/ M,O=C[C@@](O)(CO)[C@@H](O)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO/ M,O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@@H](O)[C@](O)(CO)[C@H](O)CO/ M,O=C[C@@H](O)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)C(O)(CO)CO/ M,O=C[C@@H](O)[C@@H](O)C(O)(CO)CO/ M,O=C[C@@](O)(CO)C(O)(CO)CO/ M,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,OC(C(O)C(C(CO)O)O)CO/ M,OCC(O)C(O)C(O)C(O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,CCCCCCCCCCCCCC/ M,O=CC(O)C(O)C(O)C(O)C(O)CO/ M,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO/ M,OC(=O)C(C)=O/ M,O=CC(=O)O/ M,OO/ M,O/ M,[OH-]/ M,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O/ M,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O/ M,OC[C@H](O)[C@@](O)(CO)[C@H](O)CO/ M,OC[C@H](O)[C@](O)(CO)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO/ M,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@@H](O)C(O)(CO)[C@H](O)CO/ M,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC[C@H](O)[C@H](O)C(O)(CO)CO/ M,OC[C@@H](O)[C@H](O)C(O)(CO)CO/ M,OCC(O)(CO)C(O)(CO)CO/ M,OC[C@H](O)C(O)=C(O)[C@H](O)CO/ M,OC[C@@H](O)C(O)=C(O)[C@H](O)CO/ M,OCC(O)(CO)CO/ M,OC[C@@H](O)C(O)(CO)CO/ M,OCCO/ M,CO/ M,OC=CO/ M,OC=C(O)CO/ M,OC=C(O)[C@H](O)CO/ M,OCC(O)=C(O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)CO/ M,OC=C(O)C(O)(CO)CO/ M,OCC(O)=C(O)[C@H](O)CO/ M,OC=C(O)[C@](O)(CO)[C@@H](O)CO/ M,OC=C(O)[C@](O)(CO)[C@H](O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@@H](O)[C@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)[C@@H](O)CO/ M,OC=C(O)[C@H](O)[C@H](O)[C@H](O)CO/ M,OC=C(O)[C@H](O)C(O)(CO)CO/ M,OCC(O)=C(O)[C@H](O)[C@@H](O)CO/ M,OCC(O)=C(O)[C@H](O)[C@H](O)CO/ M,OCC(O)=C(O)C(O)(CO)CO/ M,CaCl2/ M,
FRN062B,0.022593759647058825,0.0,0.0,0.010543988999999998,0.0,0.0,0.002520566139374064,0.0005088930732025194,0.005558670403846302,0.0,0.0,0.0,0.0,0.0002504030403428051,0.0,0.0,0.0020098192244597554,0.0,0.0,0.001576493227346776,0.00021122316958713437,5.273444532710672e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009303849224176572,0.0,8.77208467893347e-05,0.0,0.0033075449179456374,0.0,0.0,0.0,0.0,0.0007421474600068804,0.0003652264710479414,0.000961918204866435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028746538578325,0.0,0.0,6.00028760454013e-05,0.0,0.0,0.0,0.0,0.0,5.581592183694795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006062526308946928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN062C,0.021887060647058823,0.0,0.0,0.010299135705882353,0.0,0.0,0.0024356343115350936,0.0006233640615784827,0.00507363762630861,0.0,0.0,0.0,0.0,0.00020956373355407153,0.0,0.0,0.002021581396160667,0.0,0.0,0.0016066307267201315,0.00022084364584741667,0.00010060377366285578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008619024002054547,9.986246270638692e-05,0.0002918994799013166,0.0,0.0035694546337873972,0.0,0.0,0.0,0.0,0.0007025962767666118,0.001029651432591756,0.0010358944043174104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006225771442568284,0.0,0.0,0.0003225580703009542,0.0,0.0,0.0,0.0,0.0,0.0007032973187538221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006112727062440565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN062D,0.02230271636842105,0.0,0.0,0.010268900736842104,0.0,0.0,0.0025129321096038094,0.0005163344955211427,0.005541697808103046,0.0,0.0,0.0,0.0,0.000213422458394325,0.0,0.0,0.002070553095155852,0.0,0.0,0.0016427098179847873,0.00021473347779740808,0.00015458725875739832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007518795537425167,0.0,0.0,0.0,0.004056103342542711,0.0,0.0,0.0,0.0,0.0008468529692682374,0.0009810053519985903,0.0010626117629979792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006337178550739999,0.0,0.0,5.3735122960558415e-05,0.0,0.0,0.0,0.0,0.0,0.0014537093484307162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006705044688213215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN063A,0.025505851166666666,0.0,0.0,0.010840348999999999,0.0,0.0,0.003233116202782625,0.00016390307190329735,0.006864560354026645,0.0,0.0,0.0,0.0,0.000616497538546237,0.0,0.0,0.0020210204743205127,0.0,0.0,0.0012824406515502956,0.00014169362920878322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010708654163103675,0.0,0.002191430911557546,0.0,0.0013647045682359652,0.0,0.0,0.0,0.0,0.00038578658977607417,0.0005793813902448627,0.0007897630195756255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003900994995359089,0.0,0.0,0.00015406395453582724,0.0,0.0,0.0,0.0,0.0,9.185630251999204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006965281868332071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN063B,0.02580699673333333,0.0,0.0,0.010661010400000002,0.0,0.0,0.0033252750351426114,0.0002141753611234967,0.006689680034464979,0.0,0.0,0.0,0.0,0.0004664174911931144,0.0,0.0,0.0021500871812419513,0.0,0.0,0.0014830264398921723,0.00017516009128460422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000918959691077187,0.0,0.0017301001523104891,0.0,0.0027884854425552982,0.0,0.0,0.0,0.0,0.00040346503760859906,0.0002893689838316712,0.0010809612525264933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005496561528024493,0.0,0.0,8.054739794849637e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007149173456298672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN063C,0.024518647266666662,0.0,0.0,0.012008722,0.0,0.0,0.0029565591747955427,0.00025918854120384334,0.007336257889369037,0.0,0.0,0.0,0.0,0.00036201428556282346,0.0,0.0,0.0021602785099857176,0.0,0.0,0.001609430038271012,0.00030384853821631647,0.00010253925310422997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008087503196292794,0.0,0.0011122116005991293,0.0,0.004323060344740949,0.0,0.0,0.0,0.0,0.0004419133173137088,0.0,0.0009984638735768302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007320900480880957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.273325605940203e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007870996069296025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN063D,0.02568113426666667,0.0,0.0,0.010489282666666665,0.0,0.0,0.0030579174052926573,0.0003120901684705928,0.006255737358279451,0.0,0.0,0.0,0.0,0.00040586333766870925,0.0,0.0,0.002091927136138021,0.0,0.0,0.001549035325370874,0.00014914095578143997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007606862893916147,8.601203770561295e-05,0.0007483446369699857,0.0,0.004433399569901513,0.0,0.0,0.0,0.0,0.00046669935913743924,8.71116206846675e-05,0.001175249491994343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005950506536406154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010091278630315545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749961052989801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN063E,0.02533842646666666,0.0,0.0,0.010233131133333332,0.0,0.0,0.0028786364043677562,0.00046215710061303606,0.005597261628657027,0.0,0.0,0.0,0.0,0.00032921392784010197,0.0,0.0,0.0020100486892989616,0.0,0.0,0.0015361530376435547,0.00019039485325135565,4.268992731711735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007299131825157165,0.00010274815390682552,0.0,0.0,0.0047292417226229904,0.0,0.0,0.0,0.0,0.00023151763367486487,0.0002766867927850815,0.0012287137070654268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006083872063571342,0.0,0.0,8.17129660020626e-05,0.0,0.0,0.0,0.0,0.0,0.001395999552821735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000645704320463645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067A,0.07152741466666668,0.0,0.0,0.014330242666666668,0.0,0.0,0.0018789645362903326,0.0,0.0016604875076872518,0.0,0.0,0.0,0.0,0.00027232133765909536,0.0,0.0,0.00040302607696987683,0.0,0.0,0.00014793013238519656,5.794093070049535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.900472294986508e-05,0.0,0.00042856473771092553,0.0,0.00011248204066040543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003491854952523597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.793371356240072e-05,0.0,3.762244657760849e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003936921349293409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067B,0.0703757146,0.0,0.0,0.013747962399999999,0.0,0.0,0.0015147861777778612,0.0,0.0019006452510044302,0.0,0.0,0.0,0.0,0.00034992186116311705,0.0,0.0,0.00041359034841360957,0.0,0.0,0.0001840234898588309,6.68699267974802e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.437336586363371e-05,0.0,0.000479466560020956,0.0,0.0001651308250362196,0.0,0.0,0.0,0.0,4.418750960326634e-05,1.1030301037651293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000441238454654474,0.0,0.0,0.0,0.0,0.0,4.103304069413444e-05,0.0,0.0,0.00011215159766326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016848807968753067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067C,0.0696343316,0.0,0.0,0.013541061000000002,0.0,0.0,0.0012731466296298686,3.6408884392557846e-05,0.0019575337949390985,0.0,0.0,0.0,0.0,0.000287863862283615,0.0,0.0,0.0004169028492905392,0.0,0.0,0.00019976369504810923,4.812968280522961e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8704479273527575e-05,0.0,0.0004382306600412229,0.0,0.0002309813213914224,0.0,0.0,0.0,0.0,9.560691419669258e-05,2.4515686024939267e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005679371589531027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013214136176813707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014586017290064204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067D,0.06934892020000001,0.0,0.0,0.013332438400000002,0.0,0.0,0.0006506847401310387,0.0,0.0022956545432686127,0.0,0.0,0.0,0.0,0.00029426649158377066,0.0,0.0,0.00040863176102397925,0.0,0.0,0.00024648088371812015,6.631341942854761e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.971675817825848e-05,0.0,0.0004012193772965185,0.0,0.0002481589153516399,0.0,0.0,0.0,0.0,0.00029185952462467324,6.795472266338797e-05,3.583244211313136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000578595152966245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001306909443354425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014433031943739347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067E,0.069722165,0.0,0.0,0.013350846599999999,0.0,0.0,0.0,0.0,0.0021955092,0.0003070656,0.0,0.0,0.0005781582,0.00012790179999999998,0.0,0.0,0.00027775959999999997,0.0,0.0,0.000298063,0.0003221326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000162019,0.0,0.0,0.0,0.0,0.0007325896000000001,0.0001554478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003877166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067F,0.06998944139999999,0.0,0.0,0.0132749218,0.0,0.0,0.0,0.0,0.0016978184130931767,0.0005820549758813194,0.0,0.0,0.0010164802921358415,0.0,0.0,0.0,0.00018134210811048007,0.0,0.0,0.00023983096376187202,0.00034149672560915425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019062219702957646,0.0,0.0,0.0,0.0,0.0013536888998097424,0.0002851516905159158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005004876792540736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52628800672057e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067G,0.08162921539999998,0.0,0.0,0.0191092822,0.0,0.0,0.0,0.0,0.0003819800509270232,0.0009785019437993617,0.002483680303982884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.628711518754792e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046871817509023877,0.0,0.0,0.0,0.0,5.9258877183731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011138748661629187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.299167041566049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067H,0.079965337,0.0,0.0,0.0180905154,0.0,0.0,0.0,0.0,0.0005887992388419287,0.0010243025872863443,0.0038067273760011002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010690234238021328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047380566616578084,0.0,0.0,0.0,0.0,9.555245844654345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010610272326850919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.916678968302098e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067I,0.07757673140000002,0.0,0.0,0.0166976342,0.0,0.0,0.0,0.0,0.0011423587674974048,0.0011086968003877465,0.001141555583311444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019920261516151013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004661968074128487,0.0,0.0,0.0,0.0,0.00023419532503438518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009756452531518185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.254227523025095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067J,0.07282361700000001,0.0,0.0,0.0142770332,0.0,0.0,0.00021753869732187486,0.0,0.002386812575786706,0.0,0.0,0.0,0.0,0.000235328544367766,0.0,0.0,0.00033418045624111206,0.0,0.0,0.00030436089738849754,0.0002317903985094072,0.0,8.674796682778625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7807500694877117e-05,0.0,0.0004017804196399205,0.0,0.0,0.0,0.0,0.0006745885309627607,5.154486282604247e-05,7.675814238650321e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005597198765540218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001714298836813436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.130777830966845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
FRN067K,0.06610796420000001,0.0,0.0,0.0115300408,0.0,0.0,0.0016889352541821882,5.821664117356997e-05,0.0011781590820127477,0.0,0.0,0.0,0.0,0.00016428634794547135,0.0,0.0,0.0004615338696024612,0.0,0.0,0.0002507316815097079,4.579196622198492e-05,1.2213229014851367e-05,0.0,0.0,0.0,0.0,8.874207343252424e-06,0.0,0.0,8.073378806803364e-05,0.0,0.00021620592812594748,0.0,0.00024851685240677077,0.0,0.0,0.0,0.0,0.00018821813910154978,0.00015919723863362163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004211124528553234,0.0,0.0,3.1322562018030546e-05,0.0,0.0,0.0,0.0,0.0,0.0003640220488561188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012101340119723968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
